,Unnamed: 0,year,category,winner,title,genres,MovieLensrating,runtimeMinutes,IMDBRating,imdb_numVotes,RottenCriticRating,rottencritic_numVotes,RottenRating,rotten_numVotes,won_oscar,won_bafta,won_sa,won_sag,won_cc,won_dga,won_nbra
279,279,2000,BEST PICTURE,0,Erin Brockovich,Drama,3.58,131,7.3,157701,84.0,145.0,81.0,418491.0,0.0,0.0,0.0,,0.0,0.0,
280,280,2000,BEST PICTURE,1,Gladiator,Action|Adventure|Drama,3.96,155,8.5,1197072,76.0,194.0,87.0,34128074.0,1.0,1.0,0.0,0.0,1.0,0.0,
281,281,2000,BEST PICTURE,0,Traffic,Crime|Drama|Thriller,3.8,147,7.6,185430,92.0,158.0,85.0,190305.0,0.0,,1.0,1.0,0.0,0.0,
282,282,2001,BEST PICTURE,1,A Beautiful Mind,Biography|Drama,4.24,135,8.2,762773,74.0,211.0,93.0,490636.0,1.0,0.0,,0.0,1.0,1.0,
283,283,2001,BEST PICTURE,0,Gosford Park,Comedy|Drama|Mystery,3.61,131,7.3,72932,86.0,158.0,78.0,48385.0,0.0,,,1.0,,,
284,284,2001,BEST PICTURE,0,In the Bedroom,Drama,3.68,130,7.4,35201,93.0,138.0,81.0,20102.0,0.0,,1.0,0.0,0.0,,
285,285,2001,BEST PICTURE,0,The Lord of the Rings: The Fellowship of the Ring,Adventure|Drama|Fantasy,4.65,178,8.8,1490778,91.0,228.0,95.0,1355751.0,0.0,1.0,,0.0,0.0,0.0,
286,286,2001,BEST PICTURE,0,Moulin Rouge,Drama|Musical|Romance,3.53,127,7.6,250630,76.0,198.0,89.0,505054.0,0.0,,,,,,
287,287,2002,BEST PICTURE,1,Chicago,Comedy|Crime|Drama|Musical,3.53,113,7.2,199618,85.0,255.0,83.0,439374.0,1.0,0.0,,1.0,1.0,1.0,
288,288,2002,BEST PICTURE,0,Gangs of New York,Crime|Drama,3.52,167,7.5,368639,74.0,209.0,81.0,293941.0,0.0,0.0,,,0.0,0.0,
289,289,2002,BEST PICTURE,0,The Hours,Drama|Romance,3.37,110,7.6,115934,80.0,192.0,84.0,85869.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
290,290,2002,BEST PICTURE,0,The Lord of the Rings: The Two Towers,Adventure|Drama|Fantasy,4.09,179,8.7,1333248,95.0,250.0,95.0,1341428.0,0.0,0.0,0.0,0.0,0.0,0.0,
291,291,2002,BEST PICTURE,0,The Pianist,Biography|Drama|Music,4.4,150,8.5,632843,95.0,181.0,95.0,252767.0,0.0,1.0,,,0.0,0.0,
292,292,2003,BEST PICTURE,1,The Lord of the Rings: The Return of the King,Adventure|Drama|Fantasy,4.47,201,8.9,1474187,93.0,272.0,86.0,34679279.0,,1.0,0.0,1.0,1.0,1.0,
293,293,2003,BEST PICTURE,0,Lost in Translation,Comedy|Drama|Romance,3.79,102,7.8,371460,95.0,228.0,85.0,336746.0,,0.0,,,0.0,0.0,
294,294,2003,BEST PICTURE,0,Master and Commander: The Far Side of the World,Adventure|Drama|War,3.63,138,7.4,188323,85.0,213.0,80.0,140945.0,,0.0,0.0,,0.0,0.0,
295,295,2003,BEST PICTURE,0,Mystic River,Crime|Drama|Mystery,3.83,138,8.0,385990,88.0,204.0,89.0,203255.0,,,0.0,0.0,0.0,0.0,1.0
296,296,2003,BEST PICTURE,0,Seabiscuit,Drama,3.59,140,7.3,62908,77.0,202.0,76.0,118363.0,,,,0.0,0.0,0.0,
297,297,2004,BEST PICTURE,0,The Aviator,Biography|Drama,3.25,170,7.5,305434,86.0,221.0,79.0,207305.0,,1.0,0.0,0.0,0.0,0.0,
298,298,2004,BEST PICTURE,0,Finding Neverland,Drama,3.71,106,7.7,190256,82.0,204.0,87.0,465312.0,,0.0,,0.0,0.0,0.0,1.0
299,299,2004,BEST PICTURE,1,Million Dollar Baby,Drama,3.83,132,8.1,581476,91.0,267.0,90.0,404726.0,,,,0.0,0.0,1.0,
300,300,2004,BEST PICTURE,0,Ray,Drama,3.79,152,7.7,126766,80.0,201.0,87.0,214440.0,,,,0.0,0.0,0.0,
301,301,2004,BEST PICTURE,0,Sideways,Comedy|Drama|Romance,3.66,127,7.5,168833,96.0,227.0,78.0,197574.0,,,,1.0,1.0,0.0,
302,302,2005,BEST PICTURE,0,Brokeback Mountain,Drama|Romance,3.6,134,7.7,297198,87.0,240.0,82.0,519664.0,,1.0,1.0,0.0,1.0,1.0,
303,303,2005,BEST PICTURE,0,Capote,Crime|Drama,3.7,114,7.4,116264,90.0,192.0,81.0,115868.0,,0.0,0.0,0.0,0.0,0.0,
304,304,2005,BEST PICTURE,1,Crash,Crime|Drama|Thriller,3.83,112,7.8,398984,74.0,236.0,88.0,442164.0,,0.0,,1.0,0.0,0.0,
305,305,2005,BEST PICTURE,0,"Good Night, and Good Luck.",Crime|Drama,3.79,93,7.5,89670,93.0,221.0,83.0,142659.0,,,,,,,
306,306,2005,BEST PICTURE,0,Munich,Action|Crime|Drama|Thriller,3.72,164,7.6,197636,78.0,203.0,83.0,330089.0,,,,,0.0,0.0,
307,307,2006,BEST PICTURE,0,Babel,Drama|Thriller,3.64,143,7.5,271955,69.0,198.0,77.0,377200.0,,0.0,0.0,0.0,0.0,0.0,
308,308,2006,BEST PICTURE,1,The Departed,Crime|Drama|Thriller,4.21,151,8.5,1063095,91.0,276.0,94.0,737007.0,,0.0,1.0,0.0,1.0,1.0,
309,309,2006,BEST PICTURE,0,Letters from Iwo Jima,Drama|War,3.82,141,7.9,145707,91.0,200.0,86.0,340993.0,,,,,0.0,,1.0
310,310,2006,BEST PICTURE,0,Little Miss Sunshine,Adventure|Comedy|Drama,3.87,101,7.8,406825,91.0,212.0,91.0,426898.0,,0.0,,1.0,0.0,0.0,
311,311,2006,BEST PICTURE,0,The Queen,Drama,3.71,103,7.3,97284,97.0,195.0,76.0,175564.0,,1.0,0.0,,0.0,0.0,
312,312,2007,BEST PICTURE,0,Atonement,Drama|Romance|War,3.74,123,7.8,226718,83.0,213.0,80.0,227025.0,,1.0,,,0.0,,
313,313,2007,BEST PICTURE,0,Juno,Comedy|Drama|Romance,3.75,96,7.5,463288,94.0,210.0,88.0,549270.0,,,,,0.0,,
314,314,2007,BEST PICTURE,0,Michael Clayton,Drama|Thriller,3.72,119,7.3,148135,90.0,198.0,69.0,299898.0,,,,,0.0,0.0,
315,315,2007,BEST PICTURE,1,No Country for Old Men,Crime|Drama,4.01,122,8.1,758991,93.0,280.0,86.0,398270.0,,0.0,1.0,1.0,1.0,1.0,1.0
316,316,2007,BEST PICTURE,0,There Will Be Blood,Drama|Western,3.97,158,8.2,458895,91.0,226.0,86.0,254737.0,,0.0,,,0.0,0.0,
317,317,2008,BEST PICTURE,0,The Curious Case of Benjamin Button,Drama|Fantasy|Romance,3.35,166,7.8,534801,71.0,246.0,80.0,690453.0,,0.0,,0.0,0.0,0.0,
318,318,2008,BEST PICTURE,0,Frost/Nixon,Drama,3.77,122,7.7,96675,93.0,254.0,88.0,109789.0,,0.0,0.0,0.0,0.0,0.0,
319,319,2008,BEST PICTURE,0,Milk,Drama,3.75,128,7.6,154879,93.0,238.0,89.0,177926.0,,0.0,0.0,0.0,0.0,0.0,
320,320,2008,BEST PICTURE,0,Milk,Drama,3.75,102,6.7,2583,93.0,238.0,89.0,177926.0,,0.0,0.0,0.0,0.0,0.0,
321,321,2008,BEST PICTURE,0,The Reader,Drama|Romance,3.21,124,7.6,216679,63.0,198.0,79.0,206829.0,,0.0,0.0,,0.0,,
322,322,2008,BEST PICTURE,1,Slumdog Millionaire,Crime|Drama|Romance,3.85,120,8.0,741778,91.0,279.0,90.0,1155578.0,,1.0,1.0,1.0,1.0,1.0,1.0
323,323,2009,BEST PICTURE,0,Avatar,Action|Adventure|Sci-Fi|IMAX,3.65,162,7.8,1033804,82.0,305.0,82.0,1382107.0,,0.0,,,0.0,0.0,
324,324,2009,BEST PICTURE,0,The Blind Side,Biography|Drama|Sport,3.61,129,7.7,264785,66.0,200.0,85.0,431674.0,,,,,,,
325,325,2009,BEST PICTURE,0,District 9,Mystery|Sci-Fi|Thriller,3.81,112,7.9,600315,90.0,308.0,82.0,1178268.0,,,,,,,
326,326,2009,BEST PICTURE,0,An Education,Drama,3.07,100,7.3,122655,95.0,189.0,80.0,54914.0,,0.0,0.0,0.0,0.0,,
327,327,2009,BEST PICTURE,1,The Hurt Locker,Drama|Thriller|War,3.08,131,7.6,389413,97.0,279.0,84.0,95887.0,,1.0,1.0,0.0,1.0,1.0,
328,328,2009,BEST PICTURE,0,Inglourious Basterds,Action|Drama|War,4.0,153,8.3,1104975,88.0,317.0,87.0,774649.0,,,,1.0,0.0,0.0,
329,329,2009,BEST PICTURE,0,Precious: Based on the Novel 'Push' by Sapphire,Drama,3.1,110,7.3,99551,91.0,230.0,81.0,141146.0,,,,,,,
330,330,2009,BEST PICTURE,0,A Serious Man,Comedy|Drama,3.2,106,7.1,120698,89.0,215.0,68.0,63010.0,,,,,0.0,,
331,331,2009,BEST PICTURE,0,Up,Adventure|Animation|Children|Drama,3.97,96,8.2,834205,98.0,290.0,90.0,1203115.0,,,,,0.0,,
332,332,2009,BEST PICTURE,0,Up in the Air,Drama|Romance,3.7,109,7.4,299333,91.0,278.0,79.0,228370.0,,0.0,,,0.0,0.0,1.0
333,333,2010,BEST PICTURE,0,Black Swan,Drama|Thriller,3.79,108,8.0,643344,85.0,297.0,84.0,177606.0,,0.0,,0.0,0.0,0.0,
334,334,2010,BEST PICTURE,0,The Fighter,Biography|Drama|Sport,3.52,116,7.8,314452,90.0,241.0,89.0,121259.0,,,,0.0,0.0,0.0,
335,335,2010,BEST PICTURE,0,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.16,148,8.8,1815438,86.0,347.0,91.0,569017.0,,0.0,,,0.0,0.0,
336,336,2010,BEST PICTURE,0,The Kids Are All Right,Comedy|Drama|Romance,3.62,106,7.0,120209,93.0,220.0,73.0,63538.0,,,,0.0,,,
337,337,2010,BEST PICTURE,1,The King's Speech,Biography|Drama|History,4.07,118,8.0,588876,94.0,289.0,92.0,144233.0,,1.0,,1.0,0.0,1.0,
338,338,2010,BEST PICTURE,0,127 Hours,Adventure|Drama|Thriller,3.63,94,7.6,321073,93.0,229.0,85.0,95691.0,,,,,0.0,,
339,339,2010,BEST PICTURE,0,The Social Network,Biography|Drama,3.6,120,7.7,564394,95.0,309.0,86.0,203382.0,,0.0,,0.0,1.0,0.0,1.0
340,340,2010,BEST PICTURE,0,Toy Story 3,Adventure|Animation|Children|Comedy|Fantasy|IMAX,3.87,103,8.3,672603,98.0,300.0,89.0,606534.0,,,,,0.0,,
341,341,2010,BEST PICTURE,0,True Grit,Western,3.8,110,7.6,281676,96.0,270.0,85.0,157892.0,,0.0,,,0.0,,
342,342,2010,BEST PICTURE,0,Winter's Bone,Drama|Thriller,3.69,100,7.2,127048,94.0,167.0,76.0,51617.0,,,,,0.0,,
343,343,2011,BEST PICTURE,1,The Artist,Comedy|Drama|Romance,3.75,100,7.9,216121,95.0,307.0,87.0,58427.0,,1.0,,0.0,1.0,1.0,
344,344,2011,BEST PICTURE,0,The Descendants,Comedy|Drama,3.15,115,7.3,222664,89.0,254.0,79.0,69884.0,,0.0,,0.0,0.0,0.0,
345,345,2011,BEST PICTURE,0,Extremely Loud & Incredibly Close,Adventure|Drama|Mystery,3.18,129,6.9,92715,46.0,184.0,61.0,79894.0,,,,,0.0,,
346,346,2011,BEST PICTURE,0,The Help,Drama,4.09,146,8.1,389087,76.0,221.0,89.0,107585.0,,0.0,,1.0,0.0,,
347,347,2011,BEST PICTURE,0,Hugo,Children|Drama|Mystery,3.54,126,7.5,283131,93.0,220.0,78.0,82598.0,,,,,0.0,0.0,1.0
348,348,2011,BEST PICTURE,0,Midnight in Paris,Comedy|Fantasy|Romance,3.79,94,7.7,353610,93.0,217.0,83.0,82219.0,,,,0.0,0.0,0.0,
349,349,2011,BEST PICTURE,0,Moneyball,Drama,3.86,133,7.6,323648,94.0,255.0,86.0,91369.0,,,,,0.0,,
350,350,2011,BEST PICTURE,0,The Tree of Life,Drama|Fantasy,3.5,139,6.8,155360,85.0,272.0,60.0,60707.0,,,,,0.0,,
351,351,2011,BEST PICTURE,0,War Horse,Drama|War,3.39,146,7.2,135219,76.0,231.0,74.0,69575.0,,,,,0.0,,
352,352,2012,BEST PICTURE,0,Amour,Drama|Romance,3.81,127,7.9,84339,93.0,216.0,82.0,20833.0,,,,,,,
353,353,2012,BEST PICTURE,1,Argo,Drama|Thriller,3.78,120,7.7,530880,96.0,343.0,90.0,208301.0,,1.0,,1.0,1.0,1.0,
354,354,2012,BEST PICTURE,0,Beasts of the Southern Wild,Drama|Fantasy,3.65,93,7.3,77134,87.0,200.0,76.0,39281.0,,,,,0.0,,
355,355,2012,BEST PICTURE,0,Django Unchained,Action|Drama|Western,4.0,165,8.4,1194849,86.0,277.0,91.0,427878.0,,,,,0.0,,
356,356,2012,BEST PICTURE,0,Les Miserables,Drama|History|Romance,3.36,158,7.6,283626,69.0,245.0,79.0,264971.0,,,,,,,
357,357,2012,BEST PICTURE,0,Life of Pi,Adventure|Drama|IMAX,3.7,127,7.9,529919,86.0,243.0,84.0,168928.0,,0.0,,,0.0,0.0,
358,358,2012,BEST PICTURE,0,Lincoln,Drama|War,3.63,150,7.4,227225,89.0,274.0,80.0,245639.0,,0.0,,0.0,0.0,0.0,
359,359,2012,BEST PICTURE,0,Silver Linings Playbook,Comedy|Drama,3.73,122,7.7,617297,92.0,246.0,86.0,260061.0,,,,0.0,0.0,,
360,360,2012,BEST PICTURE,0,Zero Dark Thirty,Action|Drama|Thriller,3.71,157,7.4,248850,91.0,284.0,80.0,196910.0,,0.0,,,0.0,0.0,1.0
361,361,2013,BEST PICTURE,0,American Hustle,Crime|Drama,3.55,138,7.2,415450,92.0,277.0,74.0,175632.0,,0.0,,1.0,0.0,0.0,
362,362,2013,BEST PICTURE,0,Captain Phillips,Adventure|Drama|Thriller|IMAX,3.8,134,7.8,384246,93.0,266.0,89.0,152202.0,,0.0,,,0.0,0.0,
363,363,2013,BEST PICTURE,0,Dallas Buyers Club,Drama,3.91,117,8.0,399190,93.0,250.0,91.0,92404.0,,,,0.0,0.0,,
364,364,2013,BEST PICTURE,0,Gravity,Action|Sci-Fi|IMAX,3.63,91,7.7,702473,96.0,338.0,80.0,302467.0,,0.0,,,0.0,1.0,
365,365,2013,BEST PICTURE,0,Her,Drama|Romance|Sci-Fi,3.88,126,8.0,460550,94.0,266.0,82.0,100604.0,,,,,0.0,,1.0
366,366,2013,BEST PICTURE,0,Nebraska,Adventure|Drama,3.73,115,7.7,104721,90.0,242.0,83.0,44723.0,,,,,0.0,,
367,367,2013,BEST PICTURE,0,Philomena,Comedy|Drama,3.75,98,7.6,88225,90.0,189.0,89.0,52342.0,,0.0,,,,,
368,368,2013,BEST PICTURE,1,12 Years a Slave,Drama,3.88,134,8.1,570967,95.0,351.0,90.0,139823.0,,1.0,,0.0,1.0,0.0,
369,369,2013,BEST PICTURE,0,The Wolf of Wall Street,Biography|Crime|Drama,4.26,180,8.2,1020561,78.0,274.0,82.0,179858.0,,,,,0.0,0.0,
370,370,2014,BEST PICTURE,0,American Sniper,Action|War,3.49,133,7.3,398192,72.0,282.0,84.0,153142.0,,,,,,0.0,
371,371,2014,BEST PICTURE,1,Birdman or,Comedy|Drama,3.41,119,7.7,513031,91.0,334.0,77.0,92549.0,,,,,,,
372,372,2014,BEST PICTURE,0,Boyhood,Drama,3.81,165,7.9,313703,97.0,304.0,80.0,89399.0,,1.0,,0.0,1.0,0.0,
373,373,2014,BEST PICTURE,0,The Grand Budapest Hotel,Adventure|Comedy|Crime,4.16,99,8.1,626412,90.0,290.0,86.0,96815.0,,0.0,,0.0,0.0,0.0,
374,374,2014,BEST PICTURE,0,The Imitation Game,Drama|Thriller|War,4.02,114,8.0,612589,90.0,270.0,91.0,103452.0,,0.0,,0.0,0.0,0.0,
375,375,2014,BEST PICTURE,0,Selma,Drama,3.68,128,7.5,77012,99.0,294.0,86.0,61266.0,,,,,0.0,,
376,376,2014,BEST PICTURE,0,The Theory of Everything,Drama|Romance,3.81,123,7.7,356799,79.0,257.0,84.0,75638.0,,0.0,,0.0,0.0,,
377,377,2014,BEST PICTURE,0,Whiplash,Drama,4.13,106,8.5,604511,93.0,285.0,94.0,69473.0,,,,,0.0,,
378,378,2015,BEST PICTURE,0,The Big Short,Biography|Comedy|Drama,3.51,130,7.8,304681,88.0,310.0,87.0,68572.0,,0.0,,0.0,0.0,0.0,
379,379,2015,BEST PICTURE,0,Bridge of Spies,Drama|Thriller,3.79,142,7.6,260518,91.0,288.0,87.0,65175.0,,0.0,,,0.0,,
380,380,2015,BEST PICTURE,0,Brooklyn,Drama|Romance,3.78,117,7.5,115811,97.0,261.0,87.0,46610.0,,,,,0.0,,
381,381,2015,BEST PICTURE,0,Mad Max: Fury Road,Action|Adventure|Sci-Fi|Thriller,3.83,120,8.1,769890,97.0,400.0,85.0,126946.0,,,,,0.0,0.0,1.0
382,382,2015,BEST PICTURE,0,The Martian,Adventure|Drama|Sci-Fi,4.04,144,8.0,669824,91.0,353.0,91.0,130876.0,,,,,0.0,0.0,
383,383,2015,BEST PICTURE,0,The Revenant,Adventure|Drama,3.77,156,8.0,610889,78.0,373.0,84.0,104588.0,,1.0,,,0.0,1.0,
384,384,2015,BEST PICTURE,0,Room,Drama,3.98,118,8.2,310530,93.0,296.0,93.0,49138.0,,,,,0.0,,
385,385,2015,BEST PICTURE,1,Spotlight,Thriller,4.08,129,8.1,359458,97.0,351.0,93.0,69820.0,,0.0,,1.0,1.0,0.0,
386,386,2016,BEST PICTURE,0,Arrival,Sci-Fi,4.02,116,7.9,505053,94.0,397.0,82.0,82035.0,,0.0,,,0.0,0.0,
387,387,2016,BEST PICTURE,0,Fences,Drama,3.5,139,7.2,85255,92.0,249.0,75.0,36071.0,,,,0.0,0.0,,
388,388,2016,BEST PICTURE,0,Hacksaw Ridge,Drama|War,3.86,139,8.1,359456,86.0,259.0,91.0,55001.0,,,,,0.0,,
389,389,2016,BEST PICTURE,0,Hell or High Water,Crime|Drama,3.88,102,7.6,172935,97.0,263.0,88.0,39499.0,,,,,0.0,,
390,390,2016,BEST PICTURE,0,Hidden Figures,Drama,4.01,127,7.8,168163,93.0,294.0,93.0,57950.0,,,,1.0,,,
391,391,2016,BEST PICTURE,0,La La Land,Comedy|Drama|Romance,3.75,128,8.0,427459,91.0,421.0,81.0,70145.0,,1.0,,,0.0,1.0,
392,392,2016,BEST PICTURE,0,Lion,Drama,3.92,118,8.1,178525,85.0,254.0,91.0,39435.0,,,,,0.0,0.0,
393,393,2016,BEST PICTURE,0,Manchester by the Sea,Drama,3.85,137,7.8,211347,96.0,324.0,78.0,49697.0,,0.0,,0.0,0.0,0.0,1.0
394,394,2016,BEST PICTURE,1,Moonlight,Drama,3.27,111,7.4,223285,98.0,353.0,79.0,44497.0,,0.0,,0.0,1.0,0.0,
395,395,2017,BEST PICTURE,0,Call Me by Your Name,Drama|Romance,3.82,132,7.9,148874,95.0,324.0,86.0,14580.0,,0.0,,,0.0,,
396,396,2017,BEST PICTURE,0,Darkest Hour,Drama|War,3.79,125,7.4,133177,84.0,288.0,82.0,13580.0,,0.0,,,0.0,,
397,397,2017,BEST PICTURE,0,Dunkirk,Action|Drama|Thriller|War,3.8,106,7.9,456396,92.0,424.0,81.0,67133.0,,0.0,,,0.0,0.0,
398,398,2017,BEST PICTURE,0,Get Out,Horror,3.95,104,7.7,384419,98.0,347.0,86.0,73182.0,,,,0.0,0.0,0.0,
399,399,2017,BEST PICTURE,0,Lady Bird,Comedy,3.79,94,7.4,172468,99.0,359.0,79.0,21134.0,,,,0.0,0.0,0.0,
400,400,2017,BEST PICTURE,0,Phantom Thread,Drama|Romance,3.62,130,7.5,83673,91.0,317.0,70.0,7454.0,,,,,,,
401,401,2017,BEST PICTURE,0,The Post,Drama|Thriller,3.63,116,7.2,105173,88.0,365.0,73.0,11878.0,,,,,0.0,,1.0
402,402,2017,BEST PICTURE,1,The Shape of Water,Adventure|Drama|Fantasy,3.6,123,7.3,299111,92.0,403.0,73.0,24730.0,,0.0,,,1.0,1.0,
403,403,2017,BEST PICTURE,0,"Three Billboards Outside Ebbing, Missouri",Crime|Drama,4.01,115,8.2,332659,90.0,373.0,86.0,21942.0,,1.0,,1.0,0.0,0.0,
404,404,2018,BEST PICTURE,0,Black Panther,Fantasy|Science Fiction,3.66,134,7.3,490200,97.0,462.0,79.0,87455.0,,,0.0,1.0,0.0,,
405,405,2018,BEST PICTURE,0,BlacKkKlansman,Drama|Crime,3.71,135,7.5,133426,96.0,391.0,83.0,9054.0,,0.0,,0.0,0.0,0.0,
406,406,2018,BEST PICTURE,0,Bohemian Rhapsody,Drama|Biography,3.79,135,8.1,319377,61.0,371.0,86.0,20705.0,,,,0.0,,,
407,407,2018,BEST PICTURE,0,The Favourite,Drama|Comedy,3.82,119,7.7,103011,,,85.0,127.0,,0.0,,,0.0,,
408,408,2018,BEST PICTURE,1,Green Book,Drama|Comedy,3.94,130,8.3,170827,78.0,316.0,92.0,7859.0,,0.0,,,0.0,0.0,1.0
409,409,2018,BEST PICTURE,0,Roma,Drama,3.76,135,7.8,100158,96.0,353.0,71.0,4667.0,,1.0,,,1.0,1.0,
410,410,2018,BEST PICTURE,0,A Star Is Born,Drama|Romance,3.67,135,7.8,229903,89.0,472.0,80.0,18019.0,,,,0.0,0.0,0.0,
411,411,2018,BEST PICTURE,0,Vice,Drama|Comedy,3.49,132,7.2,58938,66.0,326.0,58.0,3902.0,,,,,0.0,0.0,
